PR Number,PR Title,PR URL,Labels
36237,[python][compute] Convert readme.python.md to single-api package structure,https://github.com/Azure/azure-rest-api-specs/pull/36237,Compute+Network+Storage+KeyVault+Service Fabric+Data Lake Analytics+Batch+Analysis Services+Network - CDN+Container Registry+Customer Insights+Devtestlab+Cognitive Services+Authorization+Event Hubs+Logic App+Machine Learning+Media Services+Notification Hub+Monitor - Operational Insights+Recovery Services Backup+Redis Cache+Scheduler+Search+Insights+Relay+Service Bus+Intune+HDInsight+Automation+API Management+SQL+Monitor+Operations Management+Data Factory+BatchAI+Billing+Container Instances+Cosmos+Data Migration+Event Grid+Import Export+Mobile Engagement+MySQL+Policy Insights+PostgreSQL+Recovery Services Site-Recovery+Service Map+Storsimple+Stream Analytics+TimeseriesInsights+Data Lake Store+Machine Learning Compute+Profile+Network - DNS+Network - Traffic Manager+Subscription+Web Apps+StorageSync+Alerts Management+Peering+Container Service+IoTHub+Synapses+Purview+RecoveryServices+Load Test Service+Device Update+Maps+Cognitive - Language+ArcReview+Monitor - Exporter+Container Service Fleet
35879,Support previewAlertRule as extension resource,https://github.com/Azure/azure-rest-api-specs/pull/35879,Alerts Management+ARMReview+resource-manager+VersioningReviewRequired+NotReadyForARMReview+PublishToCustomers+brownfield
36100,[Text Authoring] modify Python clientname 20250515preview,https://github.com/Azure/azure-rest-api-specs/pull/36100,Cognitive Services+TypeSpec
36235,Update client.tsp,https://github.com/Azure/azure-rest-api-specs/pull/36235,TypeSpec
36206,Update client.tsp for releasing Playwright .Net SDK,https://github.com/Azure/azure-rest-api-specs/pull/36206,Load Test Service+TypeSpec
36234,User/allanpahn/microsoft.file shares preview2025 06 01,https://github.com/Azure/azure-rest-api-specs/pull/36234,
36225,Revert changes to snapshot proxy resource,https://github.com/Azure/azure-rest-api-specs/pull/36225,WaitForARMFeedback+ARMReview+resource-manager+RPaaS+SuppressionReviewRequired+TypeSpec+PipelineBotTrigger
36173,add link for tsv,https://github.com/Azure/azure-rest-api-specs/pull/36173,PipelineBotTrigger
34281,[TSP Migration]--datadog,https://github.com/Azure/azure-rest-api-specs/pull/34281,ARMReview+resource-manager+RPaaS+BreakingChangeReviewRequired+TypeSpec+BreakingChange-Python-Sdk-Approved+BreakingChange-Go-Sdk+BreakingChange-JavaScript-Sdk+BreakingChange-Python-Sdk+NotReadyForARMReview+typespec-conversion-w2
36204,Anuj micr resource manager microsoft.consumption 2025 07 01 stable,https://github.com/Azure/azure-rest-api-specs/pull/36204,WaitForARMFeedback+ARMReview+resource-manager+new-api-version+BreakingChange-JavaScript-Sdk+BreakingChange-Python-Sdk+PipelineBotTrigger+brownfield
36174,Quota Tiers with GET / POST,https://github.com/Azure/azure-rest-api-specs/pull/36174,Cognitive Services+resource-manager+brownfield
36141,Added PUT/LIST operation for Quota Tiers,https://github.com/Azure/azure-rest-api-specs/pull/36141,Cognitive Services+resource-manager+brownfield
33626,Release consumption microsoft.consumption stable/2025 04 01,https://github.com/Azure/azure-rest-api-specs/pull/33626,ARMSignedOff+ARMReview+resource-manager+ReadyForApiTest+new-api-version+BreakingChange-Go-Sdk-Approved+BreakingChange-JavaScript-Sdk-Approved+BreakingChange-Python-Sdk-Approved+BreakingChange-JavaScript-Sdk+BreakingChange-Python-Sdk+PublishToCustomers+brownfield
36230,[monitor] update python preview tag,https://github.com/Azure/azure-rest-api-specs/pull/36230,Monitor+WaitForARMFeedback+ARMReview+resource-manager+RPaaS
36196,[monitor][python] add stable tag for SDK release,https://github.com/Azure/azure-rest-api-specs/pull/36196,Monitor+WaitForARMFeedback+ARMSignedOff+Approved-Avocado+ARMReview+resource-manager+RPaaS+PublishToCustomers
36229,Bump cross-env from 7.0.3 to 10.0.0 in /.github,https://github.com/Azure/azure-rest-api-specs/pull/36229,customer-reported+dependencies+javascript
36226,Bump zod from 4.0.8 to 4.0.10 in /.github,https://github.com/Azure/azure-rest-api-specs/pull/36226,customer-reported+dependencies+javascript
36228,Bump cross-env from 7.0.3 to 10.0.0 in /.github/shared,https://github.com/Azure/azure-rest-api-specs/pull/36228,customer-reported+dependencies+javascript
36227,Bump the eslint group across 2 directories with 2 updates,https://github.com/Azure/azure-rest-api-specs/pull/36227,customer-reported+dependencies+javascript
36193,Bump zod from 4.0.8 to 4.0.9 in /.github,https://github.com/Azure/azure-rest-api-specs/pull/36193,customer-reported+dependencies+javascript
32585,[Azure Load Testing] Add 2025-03-01-preview Data-Plane APIs,https://github.com/Azure/azure-rest-api-specs/pull/32585,Load Test Service+data-plane+new-api-version+TypeSpec+PipelineBotTrigger
35445,"AgentBlueprints, Agent typespec",https://github.com/Azure/azure-rest-api-specs/pull/35445,data-plane+TypeSpec+VersioningReviewRequired+PipelineBotTrigger
35776,Update suppressions.yaml for python,https://github.com/Azure/azure-rest-api-specs/pull/35776,PipelineBotTrigger
33410,Update translate call to 2025-05-01,https://github.com/Azure/azure-rest-api-specs/pull/33410,data-plane+new-api-version+TypeSpec+no-recent-activity+PipelineBotTrigger+PublishToCustomers
35154,[Azure.AI.Agents] Docstring update,https://github.com/Azure/azure-rest-api-specs/pull/35154,data-plane+TypeSpec+no-recent-activity+PipelineBotTrigger
35260,Specification for new resource Connection Analyzer in NetworkWatcher resource,https://github.com/Azure/azure-rest-api-specs/pull/35260,Network+ARMSignedOff+ARMReview+resource-manager+no-recent-activity+BreakingChange-Go-Sdk-Approved+BreakingChange-JavaScript-Sdk-Approved+BreakingChange-Go-Sdk+BreakingChange-JavaScript-Sdk+PipelineBotTrigger+brownfield
35312,Eval API converge,https://github.com/Azure/azure-rest-api-specs/pull/35312,TypeSpec+no-recent-activity+PipelineBotTrigger
35334,refactor: Restructure liftrqumulo folder to follow Azure guidelines,https://github.com/Azure/azure-rest-api-specs/pull/35334,ARMSignedOff+ARMReview+resource-manager+RPaaS+BreakingChangeReviewRequired+new-api-version+TypeSpec+no-recent-activity+BreakingChange-Go-Sdk-Suppression-Approved+BreakingChange-Go-Sdk-Suppression+BreakingChange-JavaScript-Sdk-Suppression
35340,Add typespec for deep research tool,https://github.com/Azure/azure-rest-api-specs/pull/35340,data-plane+TypeSpec+no-recent-activity+VersioningReviewRequired
35433,Add Agents Browser Automation Tool,https://github.com/Azure/azure-rest-api-specs/pull/35433,data-plane+TypeSpec+no-recent-activity+VersioningReviewRequired
35631,[NetApp] Release microsoft.net app 2025 05 01 preview,https://github.com/Azure/azure-rest-api-specs/pull/35631,ARMSignedOff+ARMReview+resource-manager+BreakingChangeReviewRequired+new-api-version+no-recent-activity+BreakingChange-Approved-BugFix+PublishToCustomers+brownfield
35643,[Bicep.Management] Fix C# names to align with original SDK,https://github.com/Azure/azure-rest-api-specs/pull/35643,TypeSpec+no-recent-activity+PipelineBotTrigger
35665,Migrate DeploymentScripts service to TypeSpec,https://github.com/Azure/azure-rest-api-specs/pull/35665,ARMChangesRequested+ARMReview+resource-manager+TypeSpec+no-recent-activity+BreakingChange-Go-Sdk+BreakingChange-Python-Sdk+PipelineBotTrigger
35734,"mgmt, java, remove redundant clientLocation",https://github.com/Azure/azure-rest-api-specs/pull/35734,TypeSpec+no-recent-activity+BreakingChange-Go-Sdk+BreakingChange-Python-Sdk
35816,Scheduled Events Policy API Changes,https://github.com/Azure/azure-rest-api-specs/pull/35816,Compute+resource-manager+no-recent-activity+brownfield
35827,latestOperationStatus and lastStatusChangeTime to OrchestrationServiceSummary,https://github.com/Azure/azure-rest-api-specs/pull/35827,Compute+resource-manager+TypeSpec+no-recent-activity+BreakingChange-Go-Sdk+BreakingChange-JavaScript-Sdk+PipelineBotTrigger
35828,Add galleryScriptReferenceId parameter to runCommand.json ,https://github.com/Azure/azure-rest-api-specs/pull/35828,Compute+resource-manager+TypeSpec+no-recent-activity+BreakingChange-Go-Sdk+BreakingChange-JavaScript-Sdk+PipelineBotTrigger
35830,Tags to network properties in vm/vmss,https://github.com/Azure/azure-rest-api-specs/pull/35830,Compute+resource-manager+TypeSpec+no-recent-activity+BreakingChange-Go-Sdk+BreakingChange-JavaScript-Sdk
36129,[DataFactory]Add Enable/Disable Interactive Query API Support,https://github.com/Azure/azure-rest-api-specs/pull/36129,WaitForARMFeedback+Data Factory+ARMReview+resource-manager+SuppressionReviewRequired+Versioning-Approved-BugFix+VersioningReviewRequired+BreakingChange-JavaScript-Sdk+PublishToCustomers+brownfield
36208,Update to reference newer common types,https://github.com/Azure/azure-rest-api-specs/pull/36208,Cognitive Services+resource-manager+brownfield
36140,Add aks fleet 2025 08 01 preview,https://github.com/Azure/azure-rest-api-specs/pull/36140,ARMSignedOff+Container Service+ARMReview+resource-manager+Approved-Suppression+SuppressionReviewRequired+new-api-version+TypeSpec+PipelineBotTrigger
36222,Update 2025 06 01 7 25,https://github.com/Azure/azure-rest-api-specs/pull/36222,WaitForARMFeedback+ARMReview+resource-manager+RPaaS+TypeSpec
36223,Fix MCP in streaming scenarios,https://github.com/Azure/azure-rest-api-specs/pull/36223,data-plane+TypeSpec+PipelineBotTrigger
36221,new addProxyAgentExtension property for proxyagentsettings,https://github.com/Azure/azure-rest-api-specs/pull/36221,Compute+resource-manager+TypeSpec+BreakingChange-JavaScript-Sdk
